Stage,Task,StartTime,EndTime,Duration,Outlier
3.0,0.0,2017-06-09T20:10:53.000-04:00,2017-06-09T20:10:53.000-04:00,0.0,false
9.0,4.0,2017-06-09T20:10:54.000-04:00,2017-06-09T20:10:54.000-04:00,0.0,false
8.0,2.0,2017-06-09T20:10:54.000-04:00,2017-06-09T20:10:54.000-04:00,0.0,false
26.0,18.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
27.0,25.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
24.0,1.0,2017-06-09T20:10:57.000-04:00,2017-06-09T20:10:57.000-04:00,0.0,false
24.0,162.0,2017-06-09T20:10:58.000-04:00,2017-06-09T20:10:58.000-04:00,0.0,false
28.0,33.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
29.0,32.0,2017-06-09T20:11:11.000-04:00,,,
3.0,1.0,2017-06-09T20:10:53.000-04:00,2017-06-09T20:10:53.000-04:00,0.0,false
27.0,12.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
15.0,0.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:55.000-04:00,0.0,false
14.0,0.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:55.000-04:00,0.0,false
23.0,3.0,2017-06-09T20:10:56.000-04:00,2017-06-09T20:10:56.000-04:00,0.0,false
27.0,3.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
7.0,0.0,2017-06-09T20:10:53.000-04:00,2017-06-09T20:10:54.000-04:00,1.0,false
27.0,10.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
0.0,2.0,2017-06-09T20:10:45.000-04:00,2017-06-09T20:10:48.000-04:00,3.0,true
0.0,0.0,2017-06-09T20:10:45.000-04:00,2017-06-09T20:10:48.000-04:00,3.0,true
22.0,4.0,2017-06-09T20:10:56.000-04:00,2017-06-09T20:10:56.000-04:00,0.0,false
6.0,3.0,2017-06-09T20:10:53.000-04:00,2017-06-09T20:10:53.000-04:00,0.0,false
26.0,2.0,2017-06-09T20:11:07.000-04:00,2017-06-09T20:11:07.000-04:00,0.0,false
29.0,24.0,2017-06-09T20:11:11.000-04:00,2017-06-09T20:11:11.000-04:00,0.0,false
10.0,1.0,2017-06-09T20:10:54.000-04:00,2017-06-09T20:10:54.000-04:00,0.0,false
3.0,4.0,2017-06-09T20:10:53.000-04:00,2017-06-09T20:10:53.000-04:00,0.0,false
29.0,16.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:11.000-04:00,1.0,false
20.0,4.0,2017-06-09T20:10:56.000-04:00,2017-06-09T20:10:56.000-04:00,0.0,false
29.0,31.0,2017-06-09T20:11:11.000-04:00,,,
28.0,11.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
28.0,20.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
19.0,0.0,2017-06-09T20:10:56.000-04:00,2017-06-09T20:10:56.000-04:00,0.0,false
15.0,1.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:55.000-04:00,0.0,false
24.0,120.0,2017-06-09T20:10:58.000-04:00,2017-06-09T20:10:58.000-04:00,0.0,false
24.0,43.0,2017-06-09T20:10:57.000-04:00,2017-06-09T20:10:57.000-04:00,0.0,false
27.0,17.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
29.0,12.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
25.0,4.0,2017-06-09T20:10:58.000-04:00,2017-06-09T20:10:59.000-04:00,1.0,false
29.0,7.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
5.0,3.0,2017-06-09T20:10:53.000-04:00,2017-06-09T20:10:53.000-04:00,0.0,false
26.0,15.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
29.0,14.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
19.0,4.0,2017-06-09T20:10:56.000-04:00,2017-06-09T20:10:56.000-04:00,0.0,false
26.0,26.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
17.0,0.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:55.000-04:00,0.0,false
2.0,2.0,2017-06-09T20:10:52.000-04:00,2017-06-09T20:10:52.000-04:00,0.0,false
11.0,3.0,2017-06-09T20:10:54.000-04:00,2017-06-09T20:10:54.000-04:00,0.0,false
26.0,24.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
21.0,2.0,2017-06-09T20:10:56.000-04:00,2017-06-09T20:10:56.000-04:00,0.0,false
6.0,4.0,2017-06-09T20:10:53.000-04:00,2017-06-09T20:10:53.000-04:00,0.0,false
27.0,2.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
29.0,6.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
21.0,3.0,2017-06-09T20:10:56.000-04:00,2017-06-09T20:10:56.000-04:00,0.0,false
9.0,3.0,2017-06-09T20:10:54.000-04:00,2017-06-09T20:10:54.000-04:00,0.0,false
26.0,22.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
25.0,1.0,2017-06-09T20:10:58.000-04:00,2017-06-09T20:10:59.000-04:00,1.0,false
26.0,20.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
29.0,5.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
13.0,1.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:55.000-04:00,0.0,false
23.0,4.0,2017-06-09T20:10:56.000-04:00,2017-06-09T20:10:56.000-04:00,0.0,false
28.0,16.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
16.0,0.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:55.000-04:00,0.0,false
24.0,84.0,2017-06-09T20:10:57.000-04:00,2017-06-09T20:10:58.000-04:00,1.0,false
28.0,19.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
29.0,0.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
29.0,18.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:11.000-04:00,1.0,false
26.0,16.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
26.0,29.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
28.0,29.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
10.0,3.0,2017-06-09T20:10:54.000-04:00,2017-06-09T20:10:54.000-04:00,0.0,false
24.0,80.0,2017-06-09T20:10:57.000-04:00,2017-06-09T20:10:58.000-04:00,1.0,false
7.0,1.0,2017-06-09T20:10:53.000-04:00,2017-06-09T20:10:54.000-04:00,1.0,false
1.0,3.0,2017-06-09T20:10:52.000-04:00,2017-06-09T20:10:52.000-04:00,0.0,false
5.0,1.0,2017-06-09T20:10:53.000-04:00,2017-06-09T20:10:53.000-04:00,0.0,false
26.0,12.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
24.0,2.0,2017-06-09T20:10:57.000-04:00,2017-06-09T20:10:57.000-04:00,0.0,false
28.0,24.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
28.0,25.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
24.0,83.0,2017-06-09T20:10:57.000-04:00,2017-06-09T20:10:58.000-04:00,1.0,false
28.0,21.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
8.0,4.0,2017-06-09T20:10:54.000-04:00,2017-06-09T20:10:54.000-04:00,0.0,false
29.0,13.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
20.0,3.0,2017-06-09T20:10:56.000-04:00,2017-06-09T20:10:56.000-04:00,0.0,false
22.0,2.0,2017-06-09T20:10:56.000-04:00,2017-06-09T20:10:56.000-04:00,0.0,false
27.0,36.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
28.0,1.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:10.000-04:00,1.0,false
0.0,3.0,2017-06-09T20:10:45.000-04:00,2017-06-09T20:10:48.000-04:00,3.0,true
27.0,4.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
29.0,21.0,2017-06-09T20:11:11.000-04:00,2017-06-09T20:11:11.000-04:00,0.0,false
27.0,16.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
20.0,1.0,2017-06-09T20:10:56.000-04:00,2017-06-09T20:10:56.000-04:00,0.0,false
27.0,5.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:09.000-04:00,1.0,false
29.0,11.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
28.0,22.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
28.0,5.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
24.0,164.0,2017-06-09T20:10:58.000-04:00,2017-06-09T20:10:58.000-04:00,0.0,false
29.0,30.0,2017-06-09T20:11:11.000-04:00,,,
12.0,0.0,2017-06-09T20:10:54.000-04:00,2017-06-09T20:10:55.000-04:00,1.0,false
26.0,35.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
9.0,1.0,2017-06-09T20:10:54.000-04:00,2017-06-09T20:10:54.000-04:00,0.0,false
27.0,27.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
24.0,81.0,2017-06-09T20:10:57.000-04:00,2017-06-09T20:10:58.000-04:00,1.0,false
23.0,1.0,2017-06-09T20:10:56.000-04:00,2017-06-09T20:10:56.000-04:00,0.0,false
15.0,4.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:55.000-04:00,0.0,false
12.0,1.0,2017-06-09T20:10:54.000-04:00,2017-06-09T20:10:55.000-04:00,1.0,false
3.0,3.0,2017-06-09T20:10:53.000-04:00,2017-06-09T20:10:53.000-04:00,0.0,false
26.0,33.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
27.0,1.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
17.0,3.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:55.000-04:00,0.0,false
27.0,15.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
27.0,20.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
16.0,1.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:55.000-04:00,0.0,false
18.0,3.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:56.000-04:00,1.0,false
20.0,2.0,2017-06-09T20:10:56.000-04:00,2017-06-09T20:10:56.000-04:00,0.0,false
2.0,0.0,2017-06-09T20:10:52.000-04:00,2017-06-09T20:10:52.000-04:00,0.0,false
29.0,34.0,2017-06-09T20:11:11.000-04:00,,,
14.0,2.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:55.000-04:00,0.0,false
22.0,3.0,2017-06-09T20:10:56.000-04:00,2017-06-09T20:10:56.000-04:00,0.0,false
26.0,9.0,2017-06-09T20:11:07.000-04:00,2017-06-09T20:11:08.000-04:00,1.0,false
13.0,4.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:55.000-04:00,0.0,false
24.0,124.0,2017-06-09T20:10:58.000-04:00,2017-06-09T20:10:58.000-04:00,0.0,false
27.0,22.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
6.0,1.0,2017-06-09T20:10:53.000-04:00,2017-06-09T20:10:53.000-04:00,0.0,false
26.0,25.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
26.0,13.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
27.0,11.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
27.0,14.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
26.0,14.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
28.0,23.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
29.0,10.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
24.0,44.0,2017-06-09T20:10:57.000-04:00,2017-06-09T20:10:57.000-04:00,0.0,false
27.0,32.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
29.0,19.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:11.000-04:00,1.0,false
18.0,0.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:56.000-04:00,1.0,false
28.0,34.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
15.0,3.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:55.000-04:00,0.0,false
29.0,20.0,2017-06-09T20:11:11.000-04:00,2017-06-09T20:11:11.000-04:00,0.0,false
1.0,1.0,2017-06-09T20:10:52.000-04:00,2017-06-09T20:10:52.000-04:00,0.0,false
28.0,4.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:10.000-04:00,1.0,false
28.0,28.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
28.0,7.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
11.0,0.0,2017-06-09T20:10:54.000-04:00,2017-06-09T20:10:54.000-04:00,0.0,false
26.0,28.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
26.0,4.0,2017-06-09T20:11:07.000-04:00,2017-06-09T20:11:07.000-04:00,0.0,false
27.0,34.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
12.0,4.0,2017-06-09T20:10:54.000-04:00,2017-06-09T20:10:55.000-04:00,1.0,false
14.0,3.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:55.000-04:00,0.0,false
27.0,35.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
28.0,9.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
24.0,40.0,2017-06-09T20:10:57.000-04:00,2017-06-09T20:10:57.000-04:00,0.0,false
27.0,9.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
26.0,36.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
26.0,6.0,2017-06-09T20:11:07.000-04:00,2017-06-09T20:11:08.000-04:00,1.0,false
18.0,1.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:56.000-04:00,1.0,false
6.0,2.0,2017-06-09T20:10:53.000-04:00,2017-06-09T20:10:53.000-04:00,0.0,false
